Data_sprzedazy,URL_logo_wystawcy,Ogólny kontakt firmy,Opis_en,Status,www,Numer_stoiska,NIP,Nazwa_wystawcy,Opis_pl
2022-08-25 12:20:48,https://www4.pwe-expoplanner.com/sklep/img/logo/5579.jpg,,,Sprzedane,https://www.hert.pl/,B2.01,5240018433,HERTw,"Zobacz nowości:

- Kocioł smażąco-gotujący Cucimix CBTV500

- Piec Houno 10.1

- Krajalnica FS-800 MHS – cięcie stałowagowe

- Krajalnica przelotowa ICC28 MHS"
2022-04-25 11:52:05,https://www4.pwe-expoplanner.com/sklep/img/logo/6871.jpg,,,Sprzedane,https://www.maszynypablo.pl/,B3.01,9592017357,Fabryka Systemów Pakujących PABLO PL,"Od ponad 20 lat jesteśmy liderem w produkcji maszyn w przemyśle spożywczym, chemicznym, kosmetycznym, logistycznym i farmaceutycznym. Jako polski producent instalujemy na całym świecie aplikacje takie jak: linie rozlewnicze, zakręcarki, maszyny pakujące w folię termokurczliwą, kartoniarki, zaklejarki kartonów, owijarki palet, tubiarki, roboty paletyzujące oraz kompletne linie produkcyjne."
2022-06-09 09:52:31,https://www4.pwe-expoplanner.com/sklep/img/logo/5219.jpg,,,Sprzedane,https://www.vemag.pl/,B2.23,5223000324,VEMAG POLSKA,
2022-07-20 13:10:35,https://www4.pwe-expoplanner.com/sklep/img/logo/11629.jpg,,,Sprzedane,https://www.gea.com/en/index.jsp,B2.08,9531670063,GEA Food Solutions Poland,.
2022-09-20 10:08:27,https://www4.pwe-expoplanner.com/sklep/img/logo/7200.jpg,,,Sprzedane,https://www.filmat.eu/,B1.08,5761011468,Filmat,
2022-11-08 11:30:59,https://www4.pwe-expoplanner.com/sklep/img/logo/11623.jpg,,,Sprzedane,http://www.jarvispolska.pl/,B2.24,8522605663,Jarvis Polska Limited,"Jarvis Polska jest światowym liderem w dziedzinie sprzętu do przetwórstwa mięsnego oraz autoryzowanym przedstawicielem firm:Jarvis, EDGE Manufacturing, La Permantiere, SZV – Schlacht-, Zerlege- und Vakuumtechnik, Schlachthausfreund, Longwood.W naszej ofercie posiadamy wszystkie produkty wyżej wymienionych producentów oraz służymy pomocą techniczną."
2022-07-06 10:49:01,https://www4.pwe-expoplanner.com/sklep/img/logo/11636.jpg,,,Sprzedane,https://nowickifm.com/,B3.07,8351148991,NOMA Sp. z o.o.,
2022-11-22 12:52:03,https://www4.pwe-expoplanner.com/sklep/img/logo/8761.jpg,,,Sprzedane,https://polpack.pl/,B2.03,8790168872,POLPACK ZEUS,.
2022-10-26 11:12:36,https://www4.pwe-expoplanner.com/sklep/img/logo/10027.jpg,,,Sprzedane,https://premac.pl/,B2.19,5213644971,Premac,
2022-10-04 10:02:46,https://www4.pwe-expoplanner.com/sklep/img/logo/10748.jpg,,,Sprzedane (Targi PWE),http://www.brokelmann.pl/,B2.20,9161001802,Brokelmann,
2022-11-24 07:31:05,https://www4.pwe-expoplanner.com/sklep/img/logo/17923.jpg,,,Sprzedane,https://www.metro-plast.pl/aktualnosci-wszystkie/item/114-nowa-spolka-informacja,B3.23,7532461490,METROOPACK,
2022-09-12 08:48:13,https://www4.pwe-expoplanner.com/sklep/img/logo/15856.jpg,,,Sprzedane,http://tewesbis.com.pl/,B2.07,7390100114,Tewes-Bis,
2022-04-25 13:09:17,https://www4.pwe-expoplanner.com/sklep/img/logo/11625.jpg,,,Sprzedane,https://jeremy.pl/content/1-firma,B3.05,1251127980,JEREMY,
2022-10-19 09:40:32,https://www4.pwe-expoplanner.com/sklep/img/logo/7715.jpg,,,Sprzedane,http://dadaux.pl/,B2.16,7282541301,Dadaux,.
2022-07-04 07:51:06,https://www4.pwe-expoplanner.com/sklep/img/logo/4011.jpg,,,Sprzedane,http://www.nadratowski.com/,B3.11,7742868938,N&N Nadratowski Food Processing Equipment,
2022-11-10 13:08:41,https://www4.pwe-expoplanner.com/sklep/img/logo/4322.jpg,,,Sprzedane,https://pio.org.pl/,B2.12,5211206178,Polska Izba Opakowań,"Polska Izba Opakowań została utworzona w październiku 1994 r. Izba jest organizacją samorządu przedsiębiorców skupiającą producentów opakowań, materiałów opakowaniowych, maszyn i urządzeń dla przemysłu opakowań."
2022-09-20 08:15:26,https://www4.pwe-expoplanner.com/sklep/img/logo/4929.jpg,,,Sprzedane,https://www.urschel.com/index.php,B1.14,1230740327,Urschel International-Polska,
2022-09-28 07:34:54,https://www4.pwe-expoplanner.com/sklep/img/logo/9334.jpg,,,Sprzedane,https://womat.com.pl/,B3.37,6351794738,Womat,
2022-07-15 09:30:26,https://www4.pwe-expoplanner.com/sklep/img/logo/7807.jpg,,"We are the leader in scope of optimization solutions for production processes in food industry based on weighing, labeling, portioning, grading and production management. With us, you will gain full control over production, increase efficiency and yields. We provide proven tools to protect your brand.",Sprzedane,https://www.scanvaegt.com/pl/,B2.17,5272681608,SCANVAEGT SYSTEMS,"Jesteśmy liderem w zakresie rozwiązań optymalizacyjnych dla procesów produkcyjnych w przemyśle spożywczym, opartych na ważeniu, etykietowaniu, porcjowaniu, kalibrowaniu i zarządzaniu produkcją. Z nami uzyskasz pełną kontrolę nad produkcją, zwiększysz wydajność i uzyski. Zapewniamy sprawdzone narzędzia do ochrony Twojej marki."
2022-05-25 11:44:40,https://www4.pwe-expoplanner.com/sklep/img/logo/10116.jpg,,,Sprzedane,http://mysak.pl/,B2.15,7811829121,Mysak Group,
2022-08-16 09:49:43,https://www4.pwe-expoplanner.com/sklep/img/logo/15055.jpg,,,Sprzedane,https://food-concept.eu/,B2.06,6040112406,FC Foodconcept,
2022-11-07 12:59:49,https://www4.pwe-expoplanner.com/sklep/img/logo/17537.jpg,,,Sprzedane,https://www.ti-ma.pl/,B2.28,5840452770,TI-MA,
2022-11-04 15:18:59,https://www4.pwe-expoplanner.com/sklep/img/logo/17160.jpg,,,Sprzedane,https://madejpak.pl/,B1.07,8681986442,PPHU MADEJPAK,
2022-11-16 13:27:03,https://www4.pwe-expoplanner.com/sklep/img/logo/17753.jpg,,,Sprzedane,https://www.radpak.pl/,B3.05,8880401289,Radpak Fabryka Maszyn Pakującychwied,
2022-09-28 07:25:24,https://www4.pwe-expoplanner.com/sklep/img/logo/7035.jpg,,,Sprzedane,https://spomasz.biz.pl/pl,B1.24a,9221332679,SPOMASZ ZAMOŚĆ,
2022-07-29 13:41:54,https://www4.pwe-expoplanner.com/sklep/img/logo/7940.jpg,,,Sprzedane (Targi PWE),http://www.airproducts.com.pl/,B1.16,5260213184,Air Products,.
2022-11-09 11:03:20,https://www4.pwe-expoplanner.com/sklep/img/logo/3096.jpg,,,Sprzedane,https://domowesanatorium.pl/,B3.21a,5422991903,Domowe Sanatorium Zimnoch,Wyciskarki
2022-09-23 08:15:53,https://www4.pwe-expoplanner.com/sklep/img/logo/3352.jpg,,,Sprzedane,https://www.sacmi.com/,B2.27b,6751640039,Sacmi Packaging & Chocolate,MIĘDZYNARODOWY LIDER W INŻYNIERII INSTALACJI PRZEMYSŁOWYCH
2022-09-24 17:57:42,https://www4.pwe-expoplanner.com/sklep/img/logo/4753.jpg,,,Sprzedane,https://pbtechnik.com.pl/,B2.14b,9521783400,PB Technik Sp. z o.o.,"PB Technik od 25 lat specjalizuje się w dostarczaniu zaawansowanych rozwiązań technologicznych dla przemysłu elektronicznego.
Oferta obejmuje szeroką gamę rozwiązań, od urządzeń do lutowania, przez systemy inspekcji optycznej, aż po maszyny do automatycznego montażu komponentów SMT i THT."
2022-11-23 12:56:18,https://www4.pwe-expoplanner.com/sklep/img/logo/5333.jpg,,,Sprzedane,https://www.clevro.pl/,B1.23,8351384183,CLEVRO Robert Klemba PHUP,
2022-06-29 09:40:58,https://www4.pwe-expoplanner.com/sklep/img/logo/13506.jpg,,,Sprzedane,http://nabor.pl/,B3.31a,7151138616,NABOR,
2022-11-07 12:54:57,https://www4.pwe-expoplanner.com/sklep/img/logo/8827.jpg,,,Sprzedane,http://www.bachabg.com.pl/,B2.27a,5242425042,BACHA,
2022-10-11 11:51:50,https://www4.pwe-expoplanner.com/sklep/img/logo/7954.jpg,,,Sprzedane (Targi PWE),http://www.stigen.pl/,B1.24b,5532463803,STIGEN,
2022-10-21 07:21:00,https://www4.pwe-expoplanner.com/sklep/img/logo/7998.jpg,,,Sprzedane,https://la-mar.com.pl/pl/kontakt,B1.28a,7290105359,PPHU LA-MAR Tadeusz Lasotano,
2022-09-09 07:49:24,https://www4.pwe-expoplanner.com/sklep/img/logo/15813.jpg,,,Sprzedane,https://garos.se/representatives/,B2.14a,9671167335,Garos,
2022-09-07 12:40:51,https://www4.pwe-expoplanner.com/sklep/img/logo/15576.jpg,,,Sprzedane,https://aplikacja.ceidg.gov.pl/CEIDG/CEIDG.Public.UI/Search.aspx,B1.17,8231641252,SIMUL,
2022-06-08 12:48:36,https://www4.pwe-expoplanner.com/sklep/img/logo/12875.jpg,,,Sprzedane,http://trademysak.pl/,B3.15,7811876853,Trade Mysak,
2022-06-24 07:59:26,https://www4.pwe-expoplanner.com/sklep/img/logo/13426.jpg,,,Sprzedane,https://www.remmers.pl/pl/Remmers-Polska,B3.31b,7821420221,REMMERS POLSKA,"Specjalizujemy się w produkcji chemii budowlanej, farb i lakierów do drewna oraz powłok przemysłowych"
2022-07-20 06:54:04,https://www4.pwe-expoplanner.com/sklep/img/logo/14265.jpg,,,Sprzedane,https://nolimitscomposites.pl/,B3.08,6090039462,No Limits Composites,ADRES KORESPONDENCYJNYul. Kolejowa 31A29-100 Włoszczowa
2022-07-27 07:49:36,https://www4.pwe-expoplanner.com/sklep/img/logo/14527.jpg,,LUNEOS is a leading provider of renewable energy solutions for Polish companies. The offered subscription-based energy transformation solutions allow you to introduce the necessary innovations and move from black to green energy.,Sprzedane,https://www.luneos.pl,B3.17,8513221064,Luneos,LUNEOS to czołowy dostawca rozwiązań z zakresu odnawialnych źródeł energii dla polskich firm. Oferowane rozwiązania transformacji energetycznej finansowane w usłudze abonamentu pozwalają wprowadzić niezbędne innowacje i przejść z czarnej na zieloną energię.
2022-08-17 12:43:04,https://www4.pwe-expoplanner.com/sklep/img/logo/15108.jpg,,,Sprzedane,https://www.myrma.eu/,B1.28b,5891936466,AIC,
2022-10-04 07:15:33,https://www4.pwe-expoplanner.com/sklep/img/logo/16579.jpg,,,Sprzedane,https://niagara-system.eu/,B3.25a,5621814003,Niagara-System,
2022-10-26 12:56:07,,,,Sprzedane,https://www.atmopol.com.pl/,B3.06,6791105080,Atmopol,
2022-10-27 13:27:20,https://www4.pwe-expoplanner.com/sklep/img/logo/17292.jpg,,,Sprzedane,https://kablonex.pl/,B1.18,6070084790,kablonex,"Firma Kablonex powstała w 1971 roku i od tego czasu nieustannie się rozwija inwestując w najnowsze technologie do produkcji folii oraz poszerzając swoja ofertę o nowe innowacyjne produkty. Odbiorcami są zarówno producenci krajowi jak i zagraniczni, w tym duże korporacje oraz mniejsze zakłady produkcyjne. Kablonex jest producentem zaawansowanych technologicznie folii wielowarstwowych, gdzie połączenie najnowocześniejszych technologii z polityką zrównoważonego rozwoju stawia nas w czołówce liderów promujących zasadę ekologia-produkcja-ekonomia."
2022-11-24 09:45:45,https://www4.pwe-expoplanner.com/sklep/img/logo/17952.jpg,,,Sprzedane,https://solution4labs.com/pl/,B3.21b,5272725493,Solution 4 Labs,
2022-10-24 08:35:02,https://www4.pwe-expoplanner.com/sklep/img/logo/12624.jpg,,,Sprzedane,https://witrynki.pl/,B1.21c,6461813224,FHU THN SŁAWOMIR SZROMEK,
2022-10-05 06:40:48,https://www4.pwe-expoplanner.com/sklep/img/logo/9217.jpg,,,Sprzedane,https://oexcursor.pl/,B1.21a,5213141885,Oex Cursor,.
2022-11-10 13:30:53,https://www4.pwe-expoplanner.com/sklep/img/logo/17676.jpg,,,Sprzedane,https://www.hoben.pl/,B1.21b,7732489866,Hoben -omandytowa,
2025-04-23 06:54:38,https://www4.pwe-expoplanner.com/sklep/img/logo/79578.jpg,,,Sprzedane (Targi PWE),HTTP://www.mazovia.pl,C3.15,5252087227,URZĄD MARSZAŁKOWSKI WOJEWÓDZTWA MAZOWIECKIEGO W WARSZAWIE,"Urząd Marszałkowski Województwa Mazowieckiego w Warszawie jest wojewódzką samorządową jednostką organizacyjną działającą w formie jednostki budżetowej, przy pomocy której zarząd i marszałek województwa wykonują swoje zadania i kompetencje niezastrzeżone na rzecz sejmiku i wojewódzkich samorządowych jednostek organizacyjnych. Został utworzony 1 stycznia 1999 r. na podstawie art. 27 ustawy z dnia 13 października 1998 r. - Przepisy wprowadzające ustawy reformujące administrację publiczną (Dz. U. Nr 133, poz. 872 ze zm.).Zapewnia on realizację zadań przypisanych marszałkowi województwa, zarządowi województwa oraz sejmikowi województwa przez dostarczanie najwyższej jakości usług publicznych, celowe i efektywne gospodarowanie powierzonymi środkami, tak aby maksymalizować wartość dla obywateli na terenie województwa."
,https://www4.pwe-expoplanner.com/sklep/img/logo/18500.png,"xxx, 00-000, xxx, Polska","We are a family manufactore from the heart of Mazovia, we prepare ourpreserves traditionally according to recipes handed down forgenerations. We combine tradition with modernity. We also create ourown, unique recipes. We produce natural preserves, fruit in syrups, plumjam, preserves, sauces, syrups and horseradish. We offer vegan,vegetarian, gluten-free and sugar-free products.",Sprzedane (Targi PWE),https://eterno.pl/,C3.15,,ETERNO,"Jesteśmy rodzinną manufakturą z serca Mazowsza, nasze przetworyprzygotowujemy tradycyjnie wg przepisów przekazywanych od pokoleń.Łączymy tradycję z nowoczesnością. Tworzymy też własne, unikalnereceptury. Produkujemy naturalne przetwory, owoce w syropach,powidła śliwkowe, konfitury, sosy, syropy, chrzany. W ofercie posiadamyprodukty wegańskie, wegetariańskie, bezglutenowe i bez cukru."
,https://www4.pwe-expoplanner.com/sklep/img/logo/46544.jpg,,"Zielono Mi is a fruit processing company. We produce jams - with reduced sugar content and no added sugar, juices - cold-pressed with no added sugar and natural fruit purees. Our assortment includes preserves mainly from Polish fruits. We operate in private label and service processing",Sprzedane (Targi PWE),https://www.przetworyzborowki.pl,C3.15,,Zielono Mi Agnieszka Jarosińska,"Konfitury (o obniżonej zawartości cukru oraz bez dodatku cukru, soki (tłoczone na zimno, bez dodatku cukru) oraz przeciery owocowe (bez dodatku cukru) głównie z borówki amerykańskiej, którą pozyskujemy z rodzinnego gospodarstwa, zajmującego się uprawą borówki od ponad 30 lat. W naszym asortymencie znajdują się również przetwory z jagody kamczackiej, wiśni, truskawek, jabłek, pigwowca, malin oraz żurawiny. 
"
